name	version_release	arch	license
git-core	2.55.0-1.fc44	x86_64	BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND MIT
gjs	1.88.1-1.fc44	x86_64	MIT AND BSD-3-Clause AND (MIT OR LGPL-2.0-or-later) AND (MPL-1.1 OR GPL-2.0-or-later OR LGPL-2.1-or-later)
glfw	3.4-6.fc44	x86_64	Zlib
glib-networking	2.80.1-4.fc44	x86_64	LGPL-2.1-or-later WITH cryptsetup-OpenSSL-exception
glib2	2.88.2-1.fc44	x86_64	LGPL-2.1-or-later
glibc	2.43-6.fc44	x86_64	LGPL-2.1-or-later AND SunPro AND LGPL-2.1-or-later WITH GCC-exception-2.0 AND BSD-3-Clause AND GPL-2.0-or-later AND LGPL-2.1-or-later WITH GNU-compiler-exception AND GPL-2.0-only AND ISC AND LicenseRef-Fedora-Public-Domain AND HPND AND CMU-Mach AND LGPL-2.0-or-later AND Unicode-3.0 AND GFDL-1.1-or-later AND GPL-1.0-or-later AND FSFUL AND MIT AND Inner-Net-2.0 AND X11 AND GPL-2.0-or-later WITH GCC-exception-2.0 AND GFDL-1.3-only AND GFDL-1.1-only AND GPL-3.0-or-later AND GPL-3.0-or-later WITH Autoconf-exception-generic-3.0 AND GPL-3.0-or-later WITH Texinfo-exception
glibc-all-langpacks	2.43-6.fc44	x86_64	LGPL-2.1-or-later AND SunPro AND LGPL-2.1-or-later WITH GCC-exception-2.0 AND BSD-3-Clause AND GPL-2.0-or-later AND LGPL-2.1-or-later WITH GNU-compiler-exception AND GPL-2.0-only AND ISC AND LicenseRef-Fedora-Public-Domain AND HPND AND CMU-Mach AND LGPL-2.0-or-later AND Unicode-3.0 AND GFDL-1.1-or-later AND GPL-1.0-or-later AND FSFUL AND MIT AND Inner-Net-2.0 AND X11 AND GPL-2.0-or-later WITH GCC-exception-2.0 AND GFDL-1.3-only AND GFDL-1.1-only AND GPL-3.0-or-later AND GPL-3.0-or-later WITH Autoconf-exception-generic-3.0 AND GPL-3.0-or-later WITH Texinfo-exception
glibc-common	2.43-6.fc44	x86_64	LGPL-2.1-or-later AND SunPro AND LGPL-2.1-or-later WITH GCC-exception-2.0 AND BSD-3-Clause AND GPL-2.0-or-later AND LGPL-2.1-or-later WITH GNU-compiler-exception AND GPL-2.0-only AND ISC AND LicenseRef-Fedora-Public-Domain AND HPND AND CMU-Mach AND LGPL-2.0-or-later AND Unicode-3.0 AND GFDL-1.1-or-later AND GPL-1.0-or-later AND FSFUL AND MIT AND Inner-Net-2.0 AND X11 AND GPL-2.0-or-later WITH GCC-exception-2.0 AND GFDL-1.3-only AND GFDL-1.1-only AND GPL-3.0-or-later AND GPL-3.0-or-later WITH Autoconf-exception-generic-3.0 AND GPL-3.0-or-later WITH Texinfo-exception
glibc-gconv-extra	2.43-6.fc44	x86_64	LGPL-2.1-or-later AND SunPro AND LGPL-2.1-or-later WITH GCC-exception-2.0 AND BSD-3-Clause AND GPL-2.0-or-later AND LGPL-2.1-or-later WITH GNU-compiler-exception AND GPL-2.0-only AND ISC AND LicenseRef-Fedora-Public-Domain AND HPND AND CMU-Mach AND LGPL-2.0-or-later AND Unicode-3.0 AND GFDL-1.1-or-later AND GPL-1.0-or-later AND FSFUL AND MIT AND Inner-Net-2.0 AND X11 AND GPL-2.0-or-later WITH GCC-exception-2.0 AND GFDL-1.3-only AND GFDL-1.1-only AND GPL-3.0-or-later AND GPL-3.0-or-later WITH Autoconf-exception-generic-3.0 AND GPL-3.0-or-later WITH Texinfo-exception
glibc-minimal-langpack	2.43-6.fc44	x86_64	LGPL-2.1-or-later AND SunPro AND LGPL-2.1-or-later WITH GCC-exception-2.0 AND BSD-3-Clause AND GPL-2.0-or-later AND LGPL-2.1-or-later WITH GNU-compiler-exception AND GPL-2.0-only AND ISC AND LicenseRef-Fedora-Public-Domain AND HPND AND CMU-Mach AND LGPL-2.0-or-later AND Unicode-3.0 AND GFDL-1.1-or-later AND GPL-1.0-or-later AND FSFUL AND MIT AND Inner-Net-2.0 AND X11 AND GPL-2.0-or-later WITH GCC-exception-2.0 AND GFDL-1.3-only AND GFDL-1.1-only AND GPL-3.0-or-later AND GPL-3.0-or-later WITH Autoconf-exception-generic-3.0 AND GPL-3.0-or-later WITH Texinfo-exception
glibmm2.4	2.66.9-1.fc44	x86_64	LGPL-2.1-or-later AND GPL-2.0-or-later
glibmm2.68	2.88.1-1.fc44	x86_64	LGPL-2.1-or-later AND GPL-2.0-or-later
glycin-gtk4-libs	2.1.5-1.fc44	x86_64	(MPL-2.0 OR LGPL-2.1-or-later) AND Apache-2.0 WITH LLVM-exception AND BSD-3-Clause AND CC0-1.0 AND GPL-3.0-or-later AND IJG AND ISC AND MIT AND Unicode-3.0 AND Unicode-DFS-2016 AND (0BSD OR MIT OR Apache-2.0) AND (Apache-2.0 OR MIT) AND (Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT) AND (BSD-2-Clause OR Apache-2.0 OR MIT) AND (BSD-3-Clause OR Apache-2.0) AND (MIT OR Apache-2.0 OR Zlib) AND (Unlicense OR MIT)
glycin-libs	2.1.5-1.fc44	x86_64	(MPL-2.0 OR LGPL-2.1-or-later) AND Apache-2.0 WITH LLVM-exception AND BSD-3-Clause AND CC0-1.0 AND GPL-3.0-or-later AND IJG AND ISC AND MIT AND Unicode-3.0 AND Unicode-DFS-2016 AND (0BSD OR MIT OR Apache-2.0) AND (Apache-2.0 OR MIT) AND (Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT) AND (BSD-2-Clause OR Apache-2.0 OR MIT) AND (BSD-3-Clause OR Apache-2.0) AND (MIT OR Apache-2.0 OR Zlib) AND (Unlicense OR MIT)
glycin-loaders	2.1.5-1.fc44	x86_64	(MPL-2.0 OR LGPL-2.1-or-later) AND Apache-2.0 WITH LLVM-exception AND BSD-3-Clause AND CC0-1.0 AND GPL-3.0-or-later AND IJG AND ISC AND MIT AND Unicode-3.0 AND Unicode-DFS-2016 AND (0BSD OR MIT OR Apache-2.0) AND (Apache-2.0 OR MIT) AND (Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT) AND (BSD-2-Clause OR Apache-2.0 OR MIT) AND (BSD-3-Clause OR Apache-2.0) AND (MIT OR Apache-2.0 OR Zlib) AND (Unlicense OR MIT)
gmp	6.3.0-5.fc44	x86_64	(LGPL-3.0-or-later OR GPL-2.0-or-later OR (LGPL-3.0-or-later AND GPL-2.0-or-later)) AND GFDL-1.3-invariants-or-later
gnome-app-list	3.0-4.fc44	noarch	LGPL-2.1-or-later
gnome-autoar	0.4.5-4.fc44	x86_64	LGPL-2.1-or-later
gnome-bluetooth	47.2-1.fc44	x86_64	GPL-2.0-or-later
gnome-bluetooth-libs	47.2-1.fc44	x86_64	LGPL-2.1-or-later
gnome-color-manager	3.36.2-3.fc44	x86_64	GPL-2.0-or-later
gnome-console	50.0-1.fc44	x86_64	GPL-3.0-or-later
gnome-control-center	50.3-1.fc44	x86_64	GPL-2.0-or-later AND CC0-1.0
gnome-control-center-filesystem	50.3-1.fc44	noarch	GPL-2.0-or-later AND CC0-1.0
gnome-desktop3	44.5-1.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.0-or-later AND GFDL-1.1-or-later
gnome-desktop4	44.5-1.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.0-or-later
gnome-disk-utility	46.1-4.fc44	x86_64	GPL-2.0-or-later AND CC0-1.0
gnome-font-viewer	50.0-1.fc44	x86_64	GPL-2.0-or-later AND CC0-1.0
gnome-keyring	50.0-1.fc44	x86_64	GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND ((GPL-2.0-or-later OR LGPL-3.0-or-later) OR BSD-3-Clause) AND (MPL-1.1 OR GPL-2.0-or-later OR LGPL-2.1-or-later)
gnome-keyring-pam	50.0-1.fc44	x86_64	LGPL-2.1-or-later
gnome-kiosk	50.1-1.fc44	x86_64	GPL-2.0-or-later
gnome-logs	50.0-1.fc44	x86_64	GPL-3.0-or-later AND CC0-1.0 AND CC-BY-3.0
gnome-menus	3.38.1-2.fc44	x86_64	LGPL-2.0-or-later
gnome-online-accounts	3.58.1-1.fc44	x86_64	LGPL-2.0-or-later AND CC-BY-SA-4.0
gnome-online-accounts-libs	3.58.1-1.fc44	x86_64	LGPL-2.0-or-later AND CC-BY-SA-4.0
gnome-remote-desktop	50.1-1.fc44	x86_64	GPL-2.0-or-later
gnome-session	50.1-1.fc44	x86_64	GPL-2.0-or-later
gnome-session-wayland-session	50.1-1.fc44	x86_64	GPL-2.0-or-later
gnome-settings-daemon	50.1-1.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later
gnome-shell	50.3-1.fc44	x86_64	GPL-2.0-or-later
gnome-shell-common	50.3-1.fc44	noarch	GPL-2.0-or-later
gnome-shell-extension-common	50.2-1.fc44	noarch	GPL-2.0-or-later
gnome-shell-extension-dash-to-dock	105-1.fc44	noarch	GPL-2.0-or-later
gnome-shell-extension-gsconnect	72-1.fc44	x86_64	GPL-2.0-or-later
gnome-shell-extension-user-theme	50.2-1.fc44	noarch	GPL-2.0-or-later
gnome-software	50.3-1.fc44	x86_64	GPL-2.0-or-later
gnome-software-rpm-ostree	50.3-1.fc44	x86_64	GPL-2.0-or-later
gnome-system-monitor	50.0-1.fc44	x86_64	GPL-2.0-or-later AND CC-BY-SA-3.0 AND CC0-1.0
gnome-text-editor	50.1-1.fc44	x86_64	GPL-3.0-or-later AND CC-BY-SA-3.0 AND CC0-1.0
gnulib-l10n	20241231-2.fc44	noarch	LGPL-2.1-or-later
gnupg2	2.4.9-16.fc44	x86_64	CC0-1.0 AND GPL-2.0-or-later AND GPL-3.0-or-later AND LGPL-2.1-or-later AND LGPL-3.0-or-later AND (BSD-3-Clause OR LGPL-3.0-or-later OR GPL-2.0-or-later) AND CC-BY-4.0 AND MIT
gnupg2-dirmngr	2.4.9-16.fc44	x86_64	CC0-1.0 AND GPL-2.0-or-later AND GPL-3.0-or-later AND LGPL-2.1-or-later AND LGPL-3.0-or-later AND (BSD-3-Clause OR LGPL-3.0-or-later OR GPL-2.0-or-later) AND CC-BY-4.0 AND MIT
gnupg2-gpg-agent	2.4.9-16.fc44	x86_64	CC0-1.0 AND GPL-2.0-or-later AND GPL-3.0-or-later AND LGPL-2.1-or-later AND LGPL-3.0-or-later AND (BSD-3-Clause OR LGPL-3.0-or-later OR GPL-2.0-or-later) AND CC-BY-4.0 AND MIT
gnupg2-gpgconf	2.4.9-16.fc44	x86_64	CC0-1.0 AND GPL-2.0-or-later AND GPL-3.0-or-later AND LGPL-2.1-or-later AND LGPL-3.0-or-later AND (BSD-3-Clause OR LGPL-3.0-or-later OR GPL-2.0-or-later) AND CC-BY-4.0 AND MIT
gnupg2-keyboxd	2.4.9-16.fc44	x86_64	CC0-1.0 AND GPL-2.0-or-later AND GPL-3.0-or-later AND LGPL-2.1-or-later AND LGPL-3.0-or-later AND (BSD-3-Clause OR LGPL-3.0-or-later OR GPL-2.0-or-later) AND CC-BY-4.0 AND MIT
gnupg2-verify	2.4.9-16.fc44	x86_64	CC0-1.0 AND GPL-2.0-or-later AND GPL-3.0-or-later AND LGPL-2.1-or-later AND LGPL-3.0-or-later AND (BSD-3-Clause OR LGPL-3.0-or-later OR GPL-2.0-or-later) AND CC-BY-4.0 AND MIT
gnutls	3.8.13-1.fc44	x86_64	GPL-3.0-or-later AND LGPL-2.1-or-later
gobject-introspection	1.86.0-3.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.0-or-later AND LGPL-2.1-or-later AND BSD-2-Clause
google-droid-sans-fonts	20200215-24.fc44	noarch	Apache-2.0
google-noto-fonts-common	20251201-2.fc44	noarch	OFL-1.1
google-noto-sans-fonts	20251201-2.fc44	noarch	OFL-1.1
google-noto-sans-vf-fonts	20251201-2.fc44	noarch	OFL-1.1
gpg-pubkey	36f612dcf27f7d1a48a835e4dbfcf71c6d9f90a6-6786af3b	(none)	pubkey
gpgme	2.0.1-5.fc44	x86_64	LGPL-2.1-or-later AND MIT
gpgmepp	2.0.1-5.fc44	x86_64	LGPL-2.1-or-later AND MIT
graphene	1.10.8-4.fc44	x86_64	MIT
graphite2	1.3.14-20.fc44	x86_64	LGPL-2.1-or-later OR MPL-2.0 OR GPL-2.0-or-later
grep	3.12-3.fc44	x86_64	GPL-3.0-or-later AND LGPL-3.0-or-later AND LGPL-2.1-or-later AND GPL-2.0-or-later AND LGPL-2.0-or-later AND GFDL-1.3-no-invariants-or-later
groff-base	1.23.0-12.fc44	x86_64	GPL-3.0-or-later AND GFDL-1.3-or-later AND BSD-4-Clause-UC AND MIT AND X11 AND LicenseRef-Fedora-Public-Domain
grub2-common	2.12-60.fc44	noarch	GPL-3.0-or-later
grub2-efi-x64	2.12-60.fc44	x86_64	GPL-3.0-or-later
grub2-pc	2.12-60.fc44	x86_64	GPL-3.0-or-later
grub2-pc-modules	2.12-60.fc44	noarch	GPL-3.0-or-later
grub2-tools	2.12-60.fc44	x86_64	GPL-3.0-or-later
grub2-tools-minimal	2.12-60.fc44	x86_64	GPL-3.0-or-later
gsettings-desktop-schemas	50.1-1.fc44	x86_64	LGPL-2.1-or-later
gsm	1.0.24-2.fc44	x86_64	tu-berlin-2.0
gsound	1.0.3-12.fc44	x86_64	LGPL-2.1-or-later
gspell	1.14.4-1.fc44	x86_64	LGPL-2.1-or-later
gssdp	1.6.6-1.fc44	x86_64	LicenseRef-Callaway-LGPLv2+
gssproxy	0.9.2-10.fc44	x86_64	MIT
gstreamer1	1.28.4-1.fc44	x86_64	LGPL-2.1-or-later
gstreamer1-plugins-bad-free-libs	1.28.4-1.fc44	x86_64	LGPL-2.1-or-later AND LGPL-2.0-or-later AND (MIT OR LGPL-2.1-or-later) AND MPL-1.1 AND BSD-2-Clause AND BSD-3-Clause AND BSD-2-Clause-Views AND (BSD-2-Clause AND DOC) AND MIT-Festival AND (LGPL-2.0-or-later AND LicenseRef-Fedora-Public-Domain) AND (MPL-1.1 OR LGPL-2.0-or-later OR MIT) AND BSD-3-Clause WITH AdditionRef-Dart AND MIT AND GPL-2.0-only WITH Linux-syscall-note
gstreamer1-plugins-base	1.28.4-1.fc44	x86_64	LGPL-2.1-or-later
gstreamer1-plugins-good	1.28.4-1.fc44	x86_64	CC0-1.0 AND GPL-2.0-only AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND xlock AND MIT AND BSD-3-Clause AND CC-BY-3.0
gtk-update-icon-cache	3.24.52-1.fc44	x86_64	LGPL-2.0-or-later
gtk3	3.24.52-1.fc44	x86_64	LGPL-2.0-or-later
